name,gene,uniprot,location,origin,lr_type
AF-A0PJX8-F1-model_v4,TMEM82,A0PJX8,Membrane,u,receptor
AF-A0PJZ3-F1-model_v4,GXYLT2,A0PJZ3,Membrane,u,receptor
AF-A0PK05-F1-model_v4,TMEM72,A0PK05,Membrane,u,receptor
AF-A0PK11-F1-model_v4,CLRN2,A0PK11,"Cell projection, stereocilium membrane",u,receptor
AF-A0ZSE6-F1-model_v4,TMEM30CP,A0ZSE6,Membrane,u,receptor
AF-A1A4S6-F1-model_v4,ARHGAP10,A1A4S6,"Cytoplasm;Cytoplasm, perinuclear region;Cell membrane",u,receptor
AF-A1A4Y4-F1-model_v4,IRGM,A1A4Y4,"Golgi apparatus membrane;Cell membrane;Cytoplasmic vesicle, phagosome membrane;Cytoplasmic vesicle, autophagosome membrane;Cell projection, phagocytic cup",u,receptor
AF-A1A5B4-F1-model_v4,ANO9,A1A5B4,Cell membrane,u,receptor
AF-A1A5C7-F1-model_v4,SLC22A23,A1A5C7,Membrane,u,receptor
AF-A1E959-F1-model_v4,ODAM,A1E959,Secreted;Cytoplasm;Nucleus,u,ligand
AF-A1KXE4-F1-model_v4,FAM168B,A1KXE4,"Cytoplasm, perinuclear region;Cell membrane;Cell projection, axon",u,receptor
AF-A1KZ92-F1-model_v4,PXDNL,A1KZ92,Secreted;Endoplasmic reticulum;Cell membrane;Cytoplasm,u,ligand
AF-A1L157-F1-model_v4,TSPAN11,A1L157,Membrane,u,receptor
AF-A1L1A6-F1-model_v4,IGSF23,A1L1A6,Membrane,u,receptor
AF-A1L453-F1-model_v4,PRSS38,A1L453,Secreted,u,ligand
AF-A1L4H1-F1-model_v4,SSC5D,A1L4H1,Secreted;Cytoplasm,u,ligand
AF-A1XBS5-F1-model_v4,FAM92A,A1XBS5,"Cytoplasm;Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole;Cytoplasm, cytoskeleton, cilium basal body;Cell projection, cilium;Nucleus;Mitochondrion inner membrane;Nucleus",u,receptor
AF-A2A2V5-F1-model_v4,SERTM1,A2A2V5,Membrane,u,receptor
AF-A2A2Y4-F1-model_v4,FRMD3,A2A2Y4,Membrane,u,receptor
AF-A2CJ06-F1-model_v4,DYTN,A2CJ06,Cell membrane,u,receptor
AF-A2IDD5-F1-model_v4,CCDC78,A2IDD5,"Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole;Cytoplasm, perinuclear region;Cell membrane, sarcolemma;Sarcoplasmic reticulum",u,receptor
AF-A2NJV5-F1-model_v4,IGKV2-29,A2NJV5,Secreted;Cell membrane,u,ligand
AF-A2RRL7-F1-model_v4,TMEM213,A2RRL7,Membrane,u,receptor
AF-A2RU14-F1-model_v4,TMEM218,A2RU14,"Membrane;Cell projection, cilium",u,receptor
AF-A2RU48-F1-model_v4,SMCO3,A2RU48,Membrane,u,receptor
AF-A2RU67-F1-model_v4,FAM234B,A2RU67,"Membrane;Golgi outpost;Cytoplasm, cytoskeleton, microtubule organizing center",u,receptor
AF-A2RUB6-F1-model_v4,CCDC66,A2RUB6,"Cytoplasm, cytoskeleton, microtubule organizing center, centrosome;Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriolar satellite;Cell projection, cilium;Cytoplasm, cytoskeleton, cilium basal body;Photoreceptor inner segment;Cell projection, cilium, photoreceptor outer segment",u,receptor
AF-A2RUG3-F1-model_v4,XKRY2,A2RUG3,Membrane,u,receptor
AF-A2RUT3-F1-model_v4,TMEM89,A2RUT3,Membrane,u,receptor
AF-A2RUU4-F1-model_v4,CLPSL1,A2RUU4,Secreted,u,ligand
AF-A2VDJ0-F1-model_v4,TMEM131L,A2VDJ0,Cell membrane;Cytoplasm;Endoplasmic reticulum;Cytoplasm,u,receptor
AF-A2VEC9-F1-model_v4,SSPOP,A2VEC9,"Secreted, extracellular space",u,ligand
AF-A3KFT3-F1-model_v4,OR2M5,A3KFT3,Cell membrane,u,receptor
AF-A4D0S4-F1-model_v4,LAMB4,A4D0S4,"Secreted, extracellular space, extracellular matrix, basement membrane",u,ligand
AF-A4D0T7-F1-model_v4,SMIM30,A4D0T7,Membrane,u,receptor
AF-A4D1S0-F1-model_v4,KLRG2,A4D1S0,Membrane,c,receptor
AF-A4D1S5-F1-model_v4,RAB19,A4D1S5,Cell membrane,u,receptor
AF-A4D1T9-F1-model_v4,PRSS37,A4D1T9,"Cytoplasmic vesicle, secretory vesicle, acrosome;Secreted",u,ligand
AF-A4D2G3-F1-model_v4,OR2A25,A4D2G3,Cell membrane,u,receptor
AF-A4D2H0-F1-model_v4,CTAGE15,A4D2H0,Membrane,u,receptor
AF-A4FU28-F1-model_v4,CTAGE9,A4FU28,Membrane,u,receptor
AF-A4IF30-F1-model_v4,SLC35F4,A4IF30,Membrane,u,receptor
AF-A5D8T8-F1-model_v4,CLEC18A,A5D8T8,Secreted;Endoplasmic reticulum;Golgi apparatus;Endosome,u,ligand
AF-A5D8W1-F1-model_v4,CFAP69,A5D8W1,"Cell projection, cilium;Cell projection, cilium, flagellum",u,receptor
AF-A5PKW4-F1-model_v4,PSD,A5PKW4,"Cell membrane;Cell projection, ruffle membrane;Cleavage furrow",u,receptor
AF-A5PLK6-F1-model_v4,RGSL1,A5PLK6,Membrane,u,receptor
AF-A5X5Y0-F1-model_v4,HTR3E,A5X5Y0,Cell membrane,u,receptor
AF-A6BM72-F1-model_v4,MEGF11,A6BM72,Cell membrane;Basolateral cell membrane,u,receptor
AF-A6H8M9-F1-model_v4,CDHR4,A6H8M9,Membrane,u,receptor
AF-A6NC51-F1-model_v4,TMEM150B,A6NC51,"Cell membrane;Endosome membrane;Cytoplasmic vesicle, autophagosome membrane",u,receptor
AF-A6NC86-F1-model_v4,PINLYP,A6NC86,Secreted,u,ligand
AF-A6NC97-F1-model_v4,FAM172BP,A6NC97,Membrane,u,receptor
AF-A6NC98-F1-model_v4,CCDC88B,A6NC98,"Membrane;Cytoplasm, cytoskeleton, microtubule organizing center;Endoplasmic reticulum;Golgi apparatus;Cytoplasm",u,receptor
AF-A6NCI4-F1-model_v4,VWA3A,A6NCI4,Secreted,u,ligand
AF-A6NCI5-F1-model_v4,LINC00862,A6NCI5,Membrane,u,receptor
AF-A6NCQ9-F1-model_v4,RNF222,A6NCQ9,Membrane,u,receptor
AF-A6NCV1-F1-model_v4,OR6C74,A6NCV1,Cell membrane,u,receptor
AF-A6ND01-F1-model_v4,IZUMO1R,A6ND01,Cell membrane,c,receptor
AF-A6ND48-F1-model_v4,OR14I1,A6ND48,Cell membrane,u,receptor
AF-A6NDA9-F1-model_v4,LRIT2,A6NDA9,Membrane,u,receptor
AF-A6NDB9-F1-model_v4,PALM3,A6NDB9,Cytoplasm;Cell membrane,u,receptor
AF-A6NDD5-F1-model_v4,SYNDIG1L,A6NDD5,"Membrane;Golgi apparatus, cis-Golgi network",u,receptor
AF-A6NDH6-F1-model_v4,OR5H15,A6NDH6,Cell membrane,u,receptor
AF-A6NDL8-F1-model_v4,OR6C68,A6NDL8,Cell membrane,u,receptor
AF-A6NDP7-F1-model_v4,MYADML2,A6NDP7,Membrane,u,receptor
AF-A6NDS4-F1-model_v4,TBC1D3B,A6NDS4,Cell membrane,u,receptor
AF-A6NDV4-F1-model_v4,TMEM8B,A6NDV4,Cell membrane;Cytoplasm;Nucleus;Mitochondrion;Endoplasmic reticulum,u,receptor
AF-A6NE02-F1-model_v4,BTBD17,A6NE02,Secreted,u,ligand
AF-A6NEH6-F1-model_v4,TMEM247,A6NEH6,Membrane,u,receptor
AF-A6NER0-F1-model_v4,TBC1D3F,A6NER0,Cell membrane,u,receptor
AF-A6NET4-F1-model_v4,OR5K3,A6NET4,Cell membrane,u,receptor
AF-A6NF34-F1-model_v4,ANTXRL,A6NF34,Membrane,u,receptor
AF-A6NF89-F1-model_v4,OR6C6,A6NF89,Cell membrane,u,receptor
AF-A6NFA0-F1-model_v4,FAM205C,A6NFA0,Membrane,u,receptor
AF-A6NFA1-F1-model_v4,TRABD2B,A6NFA1,Cell membrane,u,receptor
AF-A6NFC5-F1-model_v4,TMEM235,A6NFC5,Membrane;Endoplasmic reticulum,u,receptor
AF-A6NFC9-F1-model_v4,OR2W5P,A6NFC9,Cell membrane,u,receptor
AF-A6NFE2-F1-model_v4,SMCO2,A6NFE2,Membrane,u,receptor
AF-A6NFQ2-F1-model_v4,TCAF2,A6NFQ2,Cell membrane,u,receptor
AF-A6NFR6-F1-model_v4,C5orf60,A6NFR6,Membrane,u,receptor
AF-A6NFU0-F1-model_v4,FAM187A,A6NFU0,Membrane,u,receptor
AF-A6NFX1-F1-model_v4,MFSD2B,A6NFX1,Cell membrane,u,receptor
AF-A6NFZ4-F1-model_v4,FAM24A,A6NFZ4,Secreted,u,ligand
AF-A6NGA9-F1-model_v4,TMEM202,A6NGA9,Membrane,u,receptor
AF-A6NGB0-F1-model_v4,TMEM191C,A6NGB0,Membrane,u,receptor
AF-A6NGB7-F1-model_v4,TMEM221,A6NGB7,Membrane,u,receptor
AF-A6NGC4-F1-model_v4,TLCD2,A6NGC4,Cell membrane,u,receptor
AF-A6NGN9-F1-model_v4,IGLON5,A6NGN9,Secreted,u,ligand
AF-A6NGU5-F1-model_v4,GGT3P,A6NGU5,Membrane,u,receptor
AF-A6NGW2-F1-model_v4,STRCP1,A6NGW2,Secreted,u,ligand
AF-A6NGY5-F1-model_v4,OR51F1,A6NGY5,Cell membrane,u,receptor
AF-A6NGZ8-F1-model_v4,SMIM9,A6NGZ8,Cell membrane,u,receptor
AF-A6NH00-F1-model_v4,OR2T8,A6NH00,Cell membrane,u,receptor
AF-A6NH21-F1-model_v4,SERINC4,A6NH21,Membrane,u,receptor
AF-A6NH52-F1-model_v4,TVP23A,A6NH52,Membrane,u,receptor
AF-A6NHA9-F1-model_v4,OR4C46,A6NHA9,Cell membrane,u,receptor
AF-A6NHG9-F1-model_v4,OR5H14,A6NHG9,Cell membrane,u,receptor
AF-A6NHN0-F1-model_v4,OTOL1,A6NHN0,"Secreted, extracellular space, extracellular matrix",u,ligand
AF-A6NHN6-F1-model_v4,NPIPB15,A6NHN6,Secreted,u,ligand
AF-A6NHS7-F1-model_v4,MANSC4,A6NHS7,Membrane,u,receptor
AF-A6NI61-F1-model_v4,MYMK,A6NI61,Cell membrane;Golgi apparatus membrane,u,receptor
AF-A6NI73-F1-model_v4,LILRA5,A6NI73,Cell membrane;Secreted,u,ligand
AF-A6NIE9-F1-model_v4,PRSS29P,A6NIE9,Secreted,u,ligand
AF-A6NIH7-F1-model_v4,UNC119B,A6NIH7,"Cell projection, cilium",u,receptor
AF-A6NIJ9-F1-model_v4,OR6C70,A6NIJ9,Cell membrane,u,receptor
AF-A6NIM6-F1-model_v4,SLC15A5,A6NIM6,Membrane,u,receptor
AF-A6NJ69-F1-model_v4,IGIP,A6NJ69,Secreted,u,ligand
AF-A6NJU9-F1-model_v4,NPIPB13,A6NJU9,Membrane,u,receptor
AF-A6NJW4-F1-model_v4,LRRC3C,A6NJW4,Membrane,u,receptor
AF-A6NJW9-F1-model_v4,CD8B2,A6NJW9,Cell membrane,u,receptor
AF-A6NJY1-F1-model_v4,SLC9B1P1,A6NJY1,Membrane,u,receptor
AF-A6NJY4-F1-model_v4,TMEM238L,A6NJY4,Membrane,u,receptor
AF-A6NJZ3-F1-model_v4,OR6C65,A6NJZ3,Cell membrane,u,receptor
AF-A6NK97-F1-model_v4,SLC22A20P,A6NK97,Membrane,u,receptor
AF-A6NKB5-F1-model_v4,PCNX2,A6NKB5,Membrane,u,receptor
AF-A6NKF7-F1-model_v4,TMEM88B,A6NKF7,Membrane,u,receptor
AF-A6NKG5-F1-model_v4,RTL1,A6NKG5,Membrane,u,receptor
AF-A6NKK0-F1-model_v4,OR5H1,A6NKK0,Cell membrane,u,receptor
AF-A6NKL6-F1-model_v4,TMEM200C,A6NKL6,Membrane,u,receptor
AF-A6NKQ9-F1-model_v4,CGB1,A6NKQ9,Secreted,u,ligand
AF-A6NKW6-F1-model_v4,SHISAL2B,A6NKW6,Membrane,u,receptor
AF-A6NKX4-F1-model_v4,SLC22A31,A6NKX4,Membrane,u,receptor
AF-A6NL05-F1-model_v4,FAM74A7,A6NL05,Membrane,u,receptor
AF-A6NL08-F1-model_v4,OR6C75,A6NL08,Cell membrane,u,receptor
AF-A6NL26-F1-model_v4,OR5B21,A6NL26,Cell membrane,u,receptor
AF-A6NL88-F1-model_v4,SHISA7,A6NL88,Postsynaptic density membrane,u,receptor
AF-A6NL99-F1-model_v4,AQP7P3,A6NL99,Membrane,u,receptor
AF-A6NLE4-F1-model_v4,SMIM23,A6NLE4,Cell membrane,u,receptor
AF-A6NLU5-F1-model_v4,VSTM2B,A6NLU5,Membrane,u,receptor
AF-A6NLX4-F1-model_v4,TMEM210,A6NLX4,Membrane,u,receptor
AF-A6NM03-F1-model_v4,OR2AG2,A6NM03,Cell membrane,u,receptor
AF-A6NM10-F1-model_v4,AQP12B,A6NM10,Membrane,u,receptor
AF-A6NM11-F1-model_v4,LRRC37A2,A6NM11,Membrane,u,receptor
AF-A6NM45-F1-model_v4,CLDN24,A6NM45,"Cell junction, tight junction;Cell membrane",u,receptor
AF-A6NM62-F1-model_v4,LRRC53,A6NM62,Membrane,u,receptor
AF-A6NM76-F1-model_v4,OR6C76,A6NM76,Cell membrane,u,receptor
AF-A6NMB1-F1-model_v4,SIGLEC16,A6NMB1,Membrane,u,receptor
AF-A6NMD0-F1-model_v4,IFITM10,A6NMD0,Cell membrane,u,receptor
AF-A6NML5-F1-model_v4,TMEM212,A6NML5,Membrane,u,receptor
AF-A6NMS3-F1-model_v4,OR5K4,A6NMS3,Cell membrane,u,receptor
AF-A6NMS7-F1-model_v4,LRRC37A,A6NMS7,Membrane,u,receptor
AF-A6NMU1-F1-model_v4,OR52A4P,A6NMU1,Cell membrane,u,receptor
AF-A6NMY6-F1-model_v4,ANXA2P2,A6NMY6,"Secreted, extracellular space, extracellular matrix, basement membrane;Melanosome",u,ligand
AF-A6NMZ2-F1-model_v4,SNTN,A6NMZ2,"Cell projection, cilium",u,receptor
AF-A6NMZ5-F1-model_v4,OR4C45,A6NMZ5,Cell membrane,u,receptor
AF-A6NMZ7-F1-model_v4,COL6A6,A6NMZ7,"Secreted, extracellular space, extracellular matrix",u,ligand
AF-A6NN92-F1-model_v4,GJE1,A6NN92,Cell membrane,u,receptor
AF-A6NNB3-F1-model_v4,IFITM5,A6NNB3,Cell membrane,u,receptor
AF-A6NND4-F1-model_v4,OR2AT4,A6NND4,Cell membrane,u,receptor
AF-A6NNL5-F1-model_v4,C15orf61,A6NNL5,Secreted,u,ligand
AF-A6NNN8-F1-model_v4,SLC38A8,A6NNN8,Membrane,u,receptor
AF-A6PVC2-F1-model_v4,TTLL8,A6PVC2,"Cytoplasm, cytoskeleton;Cell projection, cilium;Cytoplasm, cytoskeleton, cilium axoneme;Cytoplasm, cytoskeleton, flagellum axoneme",u,receptor
AF-A6PVL3-F1-model_v4,KNCN,A6PVL3,Membrane,u,receptor
AF-A6QL63-F1-model_v4,BTBD11,A6QL63,Membrane,u,receptor
AF-A7E2Y1-F1-model_v4,MYH7B,A7E2Y1,Membrane,u,receptor
AF-A7KAX9-F1-model_v4,ARHGAP32,A7KAX9,"Postsynaptic density;Cell projection, dendritic spine;Cytoplasm, cell cortex;Endosome membrane;Golgi apparatus membrane;Endoplasmic reticulum membrane;Membrane",u,receptor
AF-A7MBM2-F1-model_v4,DISP2,A7MBM2,Membrane,u,receptor
AF-A8K2U0-F1-model_v4,A2ML1,A8K2U0,Secreted,u,ligand
AF-A8K4G0-F1-model_v4,CD300LB,A8K4G0,Cell membrane,u,receptor
AF-A8K7I4-F1-model_v4,CLCA1,A8K7I4,"Secreted, extracellular space;Cell membrane",u,ligand
AF-A8K855-F1-model_v4,EFCAB7,A8K855,"Cell projection, cilium membrane",u,receptor
AF-A8MPY1-F1-model_v4,GABRR3,A8MPY1,Postsynaptic cell membrane;Cell membrane,u,receptor
AF-A8MRT5-F1-model_v4,NPIPB5,A8MRT5,Membrane,u,receptor
AF-A8MTI9-F1-model_v4,PRSS47,A8MTI9,Secreted,u,ligand
AF-A8MTL9-F1-model_v4,HMSD,A8MTL9,Secreted,u,ligand
AF-A8MTZ0-F1-model_v4,BBIP1,A8MTZ0,"Cell projection, cilium;Cytoplasm",u,receptor
AF-A8MUP6-F1-model_v4,GSG1L2,A8MUP6,Membrane,u,receptor
AF-A8MV23-F1-model_v4,SERPINE3,A8MV23,Secreted,u,ligand
AF-A8MV81-F1-model_v4,HIGD1C,A8MV81,Membrane,u,receptor
AF-A8MVS5-F1-model_v4,HIDE1,A8MVS5,Membrane,u,receptor
AF-A8MVW0-F1-model_v4,FAM171A2,A8MVW0,Membrane,u,receptor
AF-A8MVZ5-F1-model_v4,BTNL10,A8MVZ5,Membrane,u,receptor
AF-A8MWL7-F1-model_v4,TMEM14DP,A8MWL7,Membrane,u,receptor
AF-A8MWV9-F1-model_v4,SMIM34A,A8MWV9,Membrane,u,receptor
AF-A8MWY0-F1-model_v4,ELAPOR2,A8MWY0,Cell membrane,u,receptor
AF-A8MXD5-F1-model_v4,GRXCR1,A8MXD5,"Cell projection, stereocilium;Cell projection, microvillus;Cell projection, kinocilium",u,receptor
AF-A8MXK1-F1-model_v4,VSTM5,A8MXK1,"Cell membrane;Cell projection, dendrite;Cell projection, axon",u,receptor
AF-A8MXU0-F1-model_v4,DEFB108A,A8MXU0,Secreted,u,ligand
AF-A8MXV6-F1-model_v4,CDRT15L2,A8MXV6,Membrane,u,receptor
AF-A8MYB1-F1-model_v4,TMCO5B,A8MYB1,Membrane,u,receptor
AF-A8MYU2-F1-model_v4,KCNU1,A8MYU2,Cell membrane,u,receptor
AF-A8MZ97-F1-model_v4,C2orf74,A8MZ97,Membrane,u,receptor
AF-A8MZH6-F1-model_v4,OOSP1,A8MZH6,Secreted,u,ligand
AF-A8TX70-F1-model_v4,COL6A5,A8TX70,"Secreted, extracellular space, extracellular matrix",u,ligand
AF-A9Z1Z3-F1-model_v4,FER1L4,A9Z1Z3,Membrane,u,receptor
AF-B0FP48-F1-model_v4,UPK3BL1,B0FP48,Membrane,u,receptor
AF-B0I1T2-F1-model_v4,MYO1G,B0I1T2,"Cell membrane;Cell projection, phagocytic cup",u,receptor
AF-B1AK53-F1-model_v4,ESPN,B1AK53,"Cytoplasm, cytoskeleton;Cell projection, stereocilium;Cell projection, microvillus",u,receptor
AF-B1AKI9-F1-model_v4,ISM1,B1AKI9,Secreted,u,ligand
AF-B1AL88-F1-model_v4,FAM155A,B1AL88,Cell membrane,u,receptor
AF-B2RN74-F1-model_v4,OR11H12,B2RN74,Cell membrane,u,receptor
AF-B2RNN3-F1-model_v4,C1QTNF9B,B2RNN3,Secreted,u,ligand
AF-B2RTY4-F1-model_v4,MYO9A,B2RTY4,"Membrane;Cytoplasm;Synapse;Cell projection, growth cone",u,receptor
AF-B2RUY7-F1-model_v4,VWC2L,B2RUY7,Secreted;Synapse,u,ligand
AF-B2RUZ4-F1-model_v4,SMIM1,B2RUZ4,Cell membrane,u,receptor
AF-B2RXF0-F1-model_v4,TMEM229A,B2RXF0,Membrane,u,receptor
AF-B3GLJ2-F1-model_v4,PATE3,B3GLJ2,Secreted,u,ligand
AF-B3KU38-F1-model_v4,IQCJ-SCHIP1,B3KU38,"Cell projection, axon;Cytoplasm",u,receptor
AF-B3SHH9-F1-model_v4,TMEM114,B3SHH9,Cell membrane,u,receptor
AF-B4DJY2-F1-model_v4,TMEM233,B4DJY2,Membrane,u,receptor
AF-B4DS77-F1-model_v4,SHISA9,B4DS77,"Cell projection, dendritic spine membrane;Synapse",u,receptor
AF-B4DYI2-F1-model_v4,SPATA31C2,B4DYI2,Membrane,u,receptor
AF-B6A8C7-F1-model_v4,TARM1,B6A8C7,Cell membrane,u,receptor
AF-B6SEH8-F1-model_v4,ERVV-1,B6SEH8,Membrane,u,receptor
AF-B6SEH9-F1-model_v4,ERVV-2,B6SEH9,Membrane,u,receptor
AF-B7U540-F1-model_v4,KCNJ18,B7U540,Cell membrane,u,receptor
AF-B7Z8K6-F1-model_v4,TRDC,B7Z8K6,Cell membrane,u,receptor
AF-B8ZZ34-F1-model_v4,SHISA8,B8ZZ34,Membrane,u,receptor
AF-B9A064-F1-model_v4,IGLL5,B9A064,Secreted,u,ligand
AF-B9A6J9-F1-model_v4,TBC1D3L,B9A6J9,Cell membrane,u,receptor
AF-B9EJG8-F1-model_v4,TMEM150C,B9EJG8,Cell membrane;Lysosome membrane,u,receptor
AF-C4AMC7-F1-model_v4,WASH3P,C4AMC7,"Early endosome;Early endosome membrane;Recycling endosome membrane;Cell projection, lamellipodium;Cell projection, filopodium;Cytoplasmic vesicle, autophagosome;Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole",u,receptor
AF-C9J069-F1-model_v4,AJM1,C9J069,"Apical cell membrane;Cell projection, cilium;Cell junction, adherens junction",u,receptor
AF-C9J442-F1-model_v4,C22orf46,C9J442,Secreted,u,ligand
AF-C9J798-F1-model_v4,RASA4B,C9J798,"Cytoplasm, cytosol;Cell membrane",u,receptor
AF-C9JDP6-F1-model_v4,CLDN25,C9JDP6,"Cell junction, tight junction;Cell membrane",u,receptor
AF-C9JG80-F1-model_v4,NPIPB4,C9JG80,Membrane,u,receptor
AF-C9JH25-F1-model_v4,PRRT4,C9JH25,Membrane,u,receptor
AF-C9JI98-F1-model_v4,TMEM238,C9JI98,Membrane,u,receptor
AF-C9JL84-F1-model_v4,HHLA1,C9JL84,Secreted,u,ligand
AF-C9JQI7-F1-model_v4,TMEM232,C9JQI7,Membrane,u,receptor
AF-C9JUS6-F1-model_v4,ADM5,C9JUS6,Secreted,u,ligand
AF-C9JVW0-F1-model_v4,INAFM1,C9JVW0,Membrane,u,receptor
AF-C9JXX5-F1-model_v4,C11orf94,C9JXX5,Secreted,u,ligand
AF-D3W0D1-F1-model_v4,KLRF2,D3W0D1,Cell membrane,c,receptor
AF-E2RYF6-F1-model_v4,MUC22,E2RYF6,Membrane,u,receptor
AF-E2RYF7-F1-model_v4,HCG22,E2RYF7,Secreted,u,ligand
AF-E5RHQ5-F1-model_v4,NPIPB11,E5RHQ5,Membrane,u,receptor
AF-E5RIL1-F1-model_v4,UPK3BL2,E5RIL1,Membrane,u,receptor
AF-E7ERA6-F1-model_v4,RNF223,E7ERA6,Membrane,u,receptor
AF-E9PQX1-F1-model_v4,TMEM262,E9PQX1,"Cell projection, cilium, flagellum membrane",u,receptor
AF-F2Z333-F1-model_v4,FNDC10,F2Z333,Membrane,u,receptor
AF-F5H4A9-F1-model_v4,C3orf80,F5H4A9,Membrane,u,receptor
AF-F8W0I5-F1-model_v4,NPIPB12,F8W0I5,Membrane,u,receptor
AF-G3V0H7-F1-model_v4,SLCO1B7,G3V0H7,Cell membrane,u,receptor
AF-H0YL14-F1-model_v4,TMEM250,H0YL14,Membrane;Nucleus;Cytoplasm,u,receptor
AF-H3BQJ8-F1-model_v4,LY6L,H3BQJ8,Cell membrane,u,receptor
AF-H3BR10-F1-model_v4,SMLR1,H3BR10,Membrane,u,receptor
AF-H3BS89-F1-model_v4,TMEM178B,H3BS89,Membrane,u,receptor
AF-H3BV60-F1-model_v4,TGFBR3L,H3BV60,Membrane,u,receptor
AF-H7C241-F1-model_v4,CLDN34,H7C241,"Cell junction, tight junction;Cell membrane",u,receptor
AF-H7C350-F1-model_v4,CCDC188,H7C350,Membrane,u,receptor
AF-I3L3R5-F1-model_v4,CCER2,I3L3R5,Secreted,u,ligand
AF-K7EJ46-F1-model_v4,SMIM22,K7EJ46,Membrane;Late endosome,u,receptor
AF-K9M1U5-F1-model_v4,IFNL4,K9M1U5,Cytoplasm;Secreted,u,ligand
AF-M0QZC1-F1-model_v4,RNF225,M0QZC1,Membrane,u,receptor
AF-M5A8F1-F1-model_v4,ERVH48-1,M5A8F1,Secreted,u,ligand
AF-O00141-F1-model_v4,SGK1,O00141,Cytoplasm;Nucleus;Endoplasmic reticulum membrane;Cell membrane;Mitochondrion;Cell membrane,u,receptor
AF-O00144-F1-model_v4,FZD9,O00144,Cell membrane,c,receptor
AF-O00155-F1-model_v4,GPR25,O00155,Cell membrane,c,receptor
AF-O00159-F1-model_v4,MYO1C,O00159,"Cytoplasm;Nucleus;Cytoplasm, cell cortex;Cell projection, stereocilium membrane;Cytoplasmic vesicle;Cell projection, ruffle membrane;Nucleus, nucleoplasm;Nucleus, nucleolus",u,receptor
AF-O00161-F1-model_v4,SNAP23,O00161,"Cell membrane;Cell membrane;Synapse, synaptosome",u,receptor
AF-O00165-F1-model_v4,HAX1,O00165,"Mitochondrion;Endoplasmic reticulum;Nucleus membrane;Cytoplasmic vesicle;Cytoplasm, cell cortex;Cell membrane;Sarcoplasmic reticulum;Cytoplasm, P-body;Cytoplasm;Nucleus;Cytoplasm;Nucleus;Cytoplasm;Nucleus;Cytoplasm",u,receptor
AF-O00168-F1-model_v4,FXYD1,O00168,"Cell membrane, sarcolemma;Apical cell membrane;Membrane, caveola;Cell membrane, sarcolemma, T-tubule",u,receptor
AF-O00175-F1-model_v4,CCL24,O00175,Secreted,c,ligand
AF-O00180-F1-model_v4,KCNK1,O00180,"Cell membrane;Recycling endosome;Synaptic cell membrane;Cytoplasmic vesicle;Perikaryon;Cell projection, dendrite;Cell projection;Apical cell membrane",u,receptor
AF-O00182-F1-model_v4,LGALS9,O00182,Cytoplasm;Nucleus;Secreted;Secreted;Secreted,c,ligand
AF-O00186-F1-model_v4,STXBP3,O00186,"Cytoplasm, cytosol;Cell membrane",u,receptor
AF-O00187-F1-model_v4,MASP2,O00187,Secreted,u,ligand
AF-O00194-F1-model_v4,RAB27B,O00194,Membrane;Late endosome,u,receptor
AF-O00198-F1-model_v4,HRK,O00198,Membrane;Mitochondrion,u,receptor
AF-O00206-F1-model_v4,TLR4,O00206,"Cell membrane;Early endosome;Cell projection, ruffle",c,receptor
AF-O00212-F1-model_v4,RHOD,O00212,Cell membrane;Early endosome,u,receptor
AF-O00213-F1-model_v4,APBB1,O00213,"Cell membrane;Cytoplasm;Nucleus;Cell projection, growth cone;Nucleus speckle",u,receptor
AF-O00214-F1-model_v4,LGALS8,O00214,"Cytoplasmic vesicle;Cytoplasm, cytosol",c,ligand
AF-O00219-F1-model_v4,HAS3,O00219,"Cell membrane;Golgi apparatus membrane;Golgi apparatus, trans-Golgi network membrane;Early endosome",u,receptor
AF-O00220-F1-model_v4,TNFRSF10A,O00220,"Cell membrane;Membrane raft;Cytoplasm, cytosol",c,receptor
AF-O00222-F1-model_v4,GRM8,O00222,Cell membrane,u,receptor
AF-O00230-F1-model_v4,CORT,O00230,Secreted,c,ligand
AF-O00238-F1-model_v4,BMPR1B,O00238,Cell membrane,c,receptor
AF-O00241-F1-model_v4,SIRPB1,O00241,Cell membrane,u,receptor
AF-O00253-F1-model_v4,AGRP,O00253,Secreted;Golgi apparatus lumen,c,ligand
AF-O00254-F1-model_v4,F2RL2,O00254,Cell membrane,c,receptor
AF-O00270-F1-model_v4,GPR31,O00270,Cell membrane,u,receptor
AF-O00292-F1-model_v4,LEFTY2,O00292,Secreted,c,ligand
AF-O00294-F1-model_v4,TULP1,O00294,Cytoplasm;Cell membrane;Secreted;Synapse,u,ligand
AF-O00295-F1-model_v4,TULP2,O00295,Cytoplasm;Secreted,u,ligand
AF-O00299-F1-model_v4,CLIC1,O00299,Nucleus;Nucleus membrane;Cytoplasm;Cell membrane,u,receptor
AF-O00300-F1-model_v4,TNFRSF11B,O00300,Secreted,c,receptor
AF-O00322-F1-model_v4,UPK1A,O00322,Membrane,u,receptor
AF-O00337-F1-model_v4,SLC28A1,O00337,Cell membrane,u,receptor
